# Channel: Phase
# Width: 5 µm
# Height: 5 µm
# Value units: deg
13.381	13.288	13.359	13.447	13.53	13.755	13.986	14.09	14.024	14.227	14.513	14.562	14.755	14.875	14.843	14.875	14.925	14.716	14.678	14.546	14.447	14.299	14.052	14.178	14.101	13.92	13.711	13.601	13.453	13.458	13.491	13.711	13.656	13.491	13.705	13.667	13.744	13.716	13.914	14.189	14.332	14.425	14.288	14.387	14.694	14.557	14.529	14.65	14.48	14.436	14.332	14.233	14.222	14.304	14.024	13.914	13.854	13.64	13.392	13.453	13.513	13.491	13.31	13.354	13.365	13.557	13.53	13.508	13.689	13.914	14.106	14.183	14.216	14.37	14.447	14.573	14.595	14.617	14.458	14.458	14.376	14.244	14.079	14.03	13.942	13.832	13.59	13.475	13.414	13.37	13.31	13.348	13.282	13.464	13.403	13.469	13.557	13.508	13.678	13.766	13.7	13.672	13.607	13.815	13.733	13.497	13.738	13.887	13.777	13.826	13.898	14.079	14.062	14.041	14.255	14.238	14.178	14.205	14.222	14.277	14.172	14.167	14.134	14.227	14.343	14.211	14.2	14.238	14.414	14.425	14.568	14.584	14.568	14.612	14.584	14.716	14.826	14.897	14.886	14.832	14.799	14.76	14.859	14.815	14.667	14.606	14.26	14.315	14.255	14.282	13.98	13.958	13.821	13.837	13.876	13.898	13.887	13.969	14.205	14.326	14.326	14.502	14.601	14.656	14.749	14.914	15.062	15.029	15.161	15.128	15.002	14.93	14.881	14.782	14.458	14.381	14.343	14.238	13.92	13.843	13.651	13.607	13.694	13.64	13.618	13.568	13.524	13.568	13.7	13.683	13.98	14.035	14.123	14.293	14.321	14.464	14.584	14.595	14.639	14.689	14.689	14.689	14.656	14.656	14.502	14.354	14.293	14.084	14.106	13.942	13.711	13.585	13.618	13.579	13.475	13.491	13.497	13.475	13.645	13.612	14.002	14.046	14.073	14.233	14.2	14.288	14.568	14.617	14.777	14.815	14.985	14.98	14.903	14.837	14.656	14.579	14.485	14.211	14.09	13.98	13.865	13.854	13.672	13.689	13.667	13.727	13.689	13.826	13.881	13.837	13.958	14.019	14.139	14.354	14.436	14.425
13.211	13.381	13.546	13.563	13.618	13.914	13.98	13.92	14.062	14.409	14.606	14.562	14.788	14.865	14.903	14.958	14.892	14.903	14.749	14.557	14.161	14.123	13.953	13.837	13.738	13.755	13.579	13.381	13.337	13.442	13.535	13.497	13.612	13.607	13.524	13.711	13.799	13.898	14.046	14.09	14.233	14.332	14.491	14.59	14.672	14.628	14.656	14.749	14.529	14.562	14.414	14.15	14.348	14.26	14.035	13.837	13.596	13.672	13.634	13.612	13.546	13.376	13.403	13.535	13.464	13.634	13.568	13.749	13.826	13.953	14.123	14.205	14.288	14.343	14.529	14.535	14.518	14.683	14.656	14.54	14.337	14.326	14.2	14.112	13.914	13.821	13.689	13.497	13.277	13.42	13.365	13.381	13.37	13.469	13.376	13.524	13.464	13.651	13.645	13.705	13.727	13.716	13.694	13.722	13.519	13.645	13.711	13.694	13.689	13.859	13.87	13.975	14.106	14.167	14.15	14.288	14.101	14.062	14.233	14.161	14.062	14.134	14.161	14.112	14.266	14.271	14.326	14.343	14.326	14.381	14.409	14.502	14.634	14.546	14.623	14.782	14.65	14.529	14.694	14.749	14.722	14.705	14.755	14.606	14.469	14.337	14.332	14.216	14.189	14.238	13.892	13.936	13.986	13.936	13.843	13.903	13.892	13.975	14.117	14.271	14.387	14.562	14.727	14.623	14.777	14.908	15.024	15.018	15.051	15.035	14.881	14.903	14.821	14.639	14.304	14.387	14.315	14.117	14.084	13.914	13.749	13.744	13.623	13.568	13.672	13.689	13.623	13.612	13.788	13.909	13.953	14.117	14.277	14.238	14.42	14.491	14.612	14.573	14.623	14.634	14.579	14.661	14.623	14.639	14.562	14.293	14.233	14.156	14.068	13.909	13.727	13.7	13.727	13.486	13.59	13.546	13.442	13.645	13.705	13.876	13.859	14.041	14.255	14.178	14.348	14.535	14.639	14.755	14.705	14.832	14.843	14.843	14.804	14.749	14.584	14.535	14.332	14.288	14.26	13.991	14.002	13.859	13.821	13.755	13.749	13.634	13.705	13.81	13.903	13.969	14.024	14.211	14.282	14.535	14.403	14.326
13.387	13.288	13.431	13.563	13.519	13.777	13.914	14.084	14.271	14.431	14.546	14.634	14.777	14.705	14.793	14.936	14.854	14.507	14.601	14.354	14.216	13.969	13.859	14.024	13.629	13.546	13.634	13.414	13.315	13.348	13.414	13.31	13.436	13.705	13.629	13.672	13.744	13.854	14.041	14.211	14.337	14.354	14.529	14.689	14.584	14.749	14.755	14.59	14.343	14.392	14.414	14.271	14.172	13.969	13.953	13.87	13.651	13.552	13.541	13.524	13.464	13.365	13.453	13.497	13.557	13.618	13.738	13.815	13.903	14.15	14.293	14.337	14.453	14.59	14.689	14.7	14.661	14.711	14.672	14.496	14.337	14.288	14.106	14.123	13.958	13.925	13.705	13.552	13.42	13.326	13.239	13.178	13.222	13.293	13.387	13.381	13.469	13.683	13.667	13.738	13.793	13.848	13.727	13.607	13.683	13.535	13.552	13.568	13.607	13.755	13.887	13.925	13.953	14.03	14.145	14.084	14.167	14.095	14.008	14.255	14.084	14.205	13.98	14.189	14.255	14.106	14.205	14.183	14.288	14.431	14.42	14.392	14.496	14.628	14.573	14.694	14.705	14.727	14.694	14.716	14.749	14.716	14.59	14.65	14.54	14.425	14.249	14.095	14.194	14.128	14.002	13.826	13.936	13.865	13.947	14.035	13.936	14.123	14.211	14.238	14.458	14.491	14.584	14.606	14.903	14.952	14.969	14.974	15.09	15.123	14.98	14.881	14.777	14.667	14.464	14.354	14.255	14.046	13.81	13.788	13.81	13.661	13.491	13.634	13.651	13.535	13.651	13.832	13.815	13.925	13.958	14.112	14.216	14.381	14.546	14.562	14.601	14.727	14.634	14.551	14.733	14.623	14.612	14.573	14.442	14.376	14.205	14.117	14.052	13.843	13.815	13.678	13.645	13.623	13.568	13.705	13.574	13.629	13.837	13.87	13.832	14.095	14.211	14.299	14.392	14.458	14.584	14.771	14.738	14.826	14.793	14.843	14.689	14.628	14.623	14.557	14.507	14.244	14.183	13.969	13.964	13.826	13.848	13.738	13.738	13.694	13.618	13.678	13.953	13.925	14.013	14.293	14.189	14.414	14.645	14.557
13.552	13.585	13.585	13.524	13.656	13.766	14.095	14.15	14.42	14.414	14.617	14.595	14.722	14.799	14.766	14.826	14.848	14.601	14.54	14.436	14.222	14.112	13.98	13.793	13.738	13.535	13.337	13.354	13.403	13.211	13.321	13.376	13.37	13.486	13.502	13.563	13.683	13.771	14.068	14.238	14.392	14.474	14.469	14.568	14.507	14.387	14.535	14.491	14.502	14.431	14.42	14.332	14.073	13.991	13.87	13.59	13.645	13.804	13.634	13.425	13.343	13.293	13.381	13.348	13.722	13.651	13.722	13.788	13.925	14.079	14.277	14.139	14.106	14.381	14.584	14.54	14.672	14.656	14.447	14.403	14.354	14.266	14.035	13.969	13.969	13.771	13.618	13.497	13.513	13.387	13.277	13.293	13.332	13.436	13.337	13.475	13.557	13.793	13.771	13.777	13.969	13.997	13.837	13.738	13.656	13.7	13.612	13.683	13.738	13.821	13.931	13.843	13.782	13.991	14.008	14.008	14.057	14.073	14.139	13.909	14.046	14.068	14.123	14.117	14.167	14.321	14.387	14.304	14.249	14.37	14.299	14.348	14.502	14.562	14.661	14.535	14.87	14.782	14.744	14.7	14.579	14.562	14.529	14.453	14.365	14.282	14.271	14.227	14.156	13.98	13.931	14.046	14.046	14.008	14.013	13.931	14.008	14.172	14.293	14.337	14.453	14.579	14.722	14.788	14.865	14.93	14.925	15.062	15.084	14.93	14.903	14.886	14.821	14.672	14.474	14.343	14.117	13.958	13.87	13.766	13.672	13.552	13.568	13.574	13.733	13.64	13.656	13.755	13.678	13.843	14.095	14.211	14.453	14.606	14.623	14.584	14.667	14.573	14.678	14.755	14.535	14.612	14.601	14.628	14.469	14.496	14.37	14.09	13.832	13.832	13.683	13.832	13.656	13.497	13.524	13.574	13.705	13.64	13.645	13.848	14.019	14.183	14.244	14.37	14.343	14.458	14.617	14.634	14.727	14.683	14.881	14.87	14.777	14.722	14.606	14.579	14.442	14.139	14.106	14.008	13.843	13.782	13.859	13.771	13.672	13.618	13.733	13.815	13.887	14.084	14.008	14.128	14.299	14.568	14.59	14.568
13.497	13.398	13.469	13.502	13.683	13.931	14.079	14.15	14.222	14.474	14.354	14.755	14.821	14.711	14.821	14.821	14.667	14.617	14.612	14.216	14.101	14.128	13.942	13.777	13.453	13.42	13.233	13.315	13.217	13.2	13.173	13.282	13.464	13.42	13.546	13.607	13.865	13.865	14.09	14.348	14.238	14.37	14.694	14.722	14.601	14.524	14.485	14.403	14.398	14.376	14.222	14.194	13.997	13.98	13.826	13.821	13.557	13.453	13.414	13.31	13.42	13.387	13.233	13.332	13.678	13.76	13.832	13.854	13.975	13.92	14.216	14.354	14.315	14.491	14.667	14.634	14.557	14.37	14.562	14.474	14.392	14.31	14.062	13.925	13.793	13.964	13.766	13.683	13.574	13.392	13.233	13.206	13.178	13.239	13.486	13.469	13.733	13.661	13.826	14.03	13.931	13.969	13.837	13.804	13.634	13.694	13.568	13.458	13.579	13.81	13.755	13.771	13.958	14.134	14.008	13.953	13.975	13.997	14.145	13.936	13.997	14.024	14.019	14.156	14.2	14.134	14.09	13.991	14.041	14.15	14.337	14.458	14.409	14.48	14.639	14.683	14.623	14.612	14.639	14.738	14.727	14.48	14.403	14.326	14.304	14.282	14.128	13.964	13.92	13.947	13.903	13.832	13.892	14.013	13.903	13.876	14.013	14.145	14.222	14.156	14.321	14.403	14.705	14.755	14.881	14.93	14.87	14.941	14.837	14.903	14.848	14.667	14.689	14.711	14.469	14.326	14.2	14.068	13.986	13.826	13.782	13.656	13.618	13.634	13.541	13.612	13.799	13.87	13.881	13.953	14.095	14.282	14.436	14.568	14.645	14.81	14.832	14.804	14.777	14.623	14.65	14.535	14.562	14.447	14.447	14.299	14.189	14.161	13.859	13.876	13.661	13.683	13.634	13.601	13.678	13.771	13.623	13.815	13.854	13.771	14.041	14.134	14.156	14.299	14.436	14.491	14.458	14.65	14.832	14.683	14.689	14.744	14.634	14.628	14.48	14.442	14.442	14.178	14.123	14.052	13.947	13.821	13.744	13.848	13.645	13.683	13.716	13.777	13.876	14.073	14.227	14.123	14.507	14.606	14.612	14.826
13.541	13.513	13.601	13.689	13.821	13.881	13.887	14.271	14.464	14.584	14.507	14.656	14.766	14.766	14.771	14.837	14.617	14.672	14.474	14.392	14.266	13.881	13.76	13.607	13.563	13.381	13.271	13.189	13.184	13.26	13.37	13.365	13.376	13.568	13.656	13.843	14.046	13.947	14.084	14.26	14.359	14.447	14.518	14.595	14.689	14.568	14.551	14.502	14.326	14.194	14.156	14.024	13.947	13.898	13.865	13.64	13.442	13.464	13.293	13.337	13.332	13.403	13.425	13.486	13.409	13.535	13.727	13.975	14.008	14.128	14.117	14.106	14.293	14.414	14.42	14.562	14.59	14.518	14.507	14.436	14.31	14.321	14.293	13.975	13.98	13.821	13.596	13.392	13.431	13.42	13.277	13.299	13.288	13.271	13.343	13.491	13.672	13.804	13.711	13.859	13.81	13.931	13.892	13.876	13.903	13.793	13.749	13.733	13.793	13.755	13.87	13.865	14.052	13.964	14.008	14.052	13.964	13.931	14.095	14.019	13.925	13.931	13.925	14.052	14.041	13.953	14.024	13.942	14.03	14.238	14.238	14.326	14.496	14.524	14.667	14.694	14.705	14.568	14.573	14.573	14.529	14.381	14.37	14.194	14.189	14.227	13.991	13.947	13.903	13.826	13.777	13.991	13.991	13.909	13.898	13.991	14.019	14.112	14.31	14.326	14.464	14.579	14.722	14.892	14.837	14.963	14.925	14.859	14.815	14.843	14.843	14.788	14.573	14.48	14.469	14.227	14.095	14.013	13.898	13.777	13.727	13.574	13.585	13.392	13.557	13.59	13.771	13.777	13.914	14.194	14.255	14.414	14.65	14.733	14.617	14.529	14.766	14.848	14.782	14.749	14.683	14.507	14.453	14.447	14.354	14.222	14.128	14.112	14.024	13.881	13.782	13.7	13.661	13.651	13.601	13.513	13.64	13.48	13.744	13.771	14.09	14.106	14.249	14.464	14.447	14.458	14.749	14.683	14.793	14.936	14.766	14.689	14.656	14.656	14.485	14.464	14.277	14.249	13.953	13.892	13.788	13.782	13.815	13.727	13.716	13.607	13.656	13.848	13.865	13.909	14.123	14.194	14.409	14.524	14.634	14.749
13.469	13.629	13.579	13.667	13.694	13.947	14.019	14.293	14.464	14.606	14.59	14.667	14.821	14.804	14.744	14.579	14.551	14.524	14.227	14.194	14.079	13.744	13.76	13.585	13.409	13.282	13.304	13.255	13.255	13.184	13.134	13.288	13.326	13.623	13.634	13.738	13.975	13.936	14.134	14.145	14.233	14.365	14.59	14.606	14.683	14.568	14.431	14.26	14.205	14.128	14.161	14.167	13.942	13.755	13.612	13.557	13.574	13.519	13.293	13.282	13.409	13.568	13.398	13.469	13.546	13.629	13.881	13.925	14.084	14.095	14.326	14.496	14.524	14.584	14.507	14.683	14.672	14.617	14.579	14.568	14.37	14.315	14.161	13.876	13.92	13.656	13.458	13.464	13.431	13.403	13.304	13.228	13.25	13.31	13.469	13.607	13.683	13.755	13.755	14.068	14.024	14.073	13.98	14.024	14.019	13.98	13.799	13.766	13.837	13.876	13.892	13.876	13.991	14.062	13.925	13.881	13.887	13.76	13.898	13.887	13.859	13.848	14.019	13.997	13.969	13.997	14.161	14.106	14.046	14.194	14.238	14.343	14.447	14.524	14.529	14.711	14.535	14.546	14.546	14.535	14.474	14.37	14.244	14.172	14.057	14.024	13.986	13.942	13.821	13.793	13.936	13.821	13.821	13.793	13.755	13.969	14.167	14.205	14.15	14.387	14.59	14.722	14.826	14.81	14.941	14.941	14.914	14.826	14.886	14.843	14.76	14.755	14.634	14.37	14.238	14.123	13.958	13.936	13.848	13.656	13.596	13.585	13.59	13.678	13.661	13.661	13.81	13.788	13.98	14.117	14.178	14.365	14.568	14.716	14.749	14.788	14.711	14.744	14.7	14.628	14.645	14.431	14.584	14.557	14.266	14.161	14.156	14.019	13.898	13.793	13.854	13.793	13.744	13.733	13.788	13.645	13.683	13.678	13.782	13.931	13.991	14.123	14.249	14.381	14.442	14.749	14.788	14.727	14.766	14.76	14.738	14.623	14.678	14.524	14.409	14.42	14.211	14.172	13.958	13.898	13.716	13.656	13.618	13.607	13.629	13.733	13.738	13.925	13.942	13.975	14.123	14.436	14.348	14.502	14.722	14.903
13.546	13.552	13.508	13.667	13.81	14.002	14.084	14.271	14.409	14.474	14.683	14.568	14.579	14.985	14.897	14.628	14.617	14.431	14.304	14.31	14.073	13.903	13.821	13.64	13.48	13.469	13.255	13.217	13.271	13.074	13.118	13.266	13.398	13.645	13.667	13.821	13.771	13.964	14.216	14.249	14.414	14.365	14.568	14.557	14.414	14.431	14.474	14.37	14.299	14.26	13.997	14.052	13.909	13.749	13.661	13.596	13.442	13.381	13.436	13.414	13.458	13.376	13.469	13.59	13.623	13.568	13.738	14.002	13.936	14.15	14.293	14.376	14.249	14.513	14.601	14.617	14.601	14.634	14.656	14.442	14.387	14.216	14.249	14.194	13.92	13.738	13.656	13.475	13.348	13.31	13.266	13.321	13.381	13.436	13.436	13.64	13.59	13.793	13.804	14.057	14.024	13.986	14.013	14.084	14.09	14.079	13.92	13.991	13.986	14.002	13.87	13.909	13.958	14.057	14.084	13.947	13.898	14.019	13.892	13.799	13.964	13.975	13.865	13.958	13.887	13.958	13.903	14.024	14.183	14.2	14.271	14.293	14.354	14.447	14.579	14.617	14.595	14.546	14.507	14.376	14.37	14.26	14.293	14.024	14.068	13.942	13.865	13.81	13.799	13.771	13.766	13.749	13.799	13.859	13.892	13.997	14.073	14.26	14.167	14.398	14.656	14.661	14.672	14.815	14.93	14.903	15.035	14.98	14.865	14.799	14.766	14.667	14.518	14.321	14.194	14.189	13.958	14.013	13.898	13.733	13.634	13.574	13.48	13.491	13.788	13.716	13.804	13.931	13.997	14.244	14.453	14.337	14.546	14.815	14.744	14.766	14.683	14.81	14.859	14.755	14.733	14.584	14.409	14.348	14.304	14.233	13.799	13.958	13.903	13.837	13.881	13.821	13.749	13.661	13.716	13.683	13.7	13.656	13.821	13.975	14.189	14.211	14.403	14.474	14.387	14.546	14.683	14.738	14.689	14.755	14.76	14.617	14.595	14.387	14.365	14.172	14.035	14.019	13.898	13.793	13.705	13.64	13.694	13.672	13.557	13.596	13.826	13.876	13.98	14.046	14.244	14.216	14.453	14.453	14.601	14.755
13.431	13.645	13.645	13.678	13.782	14.145	14.117	14.288	14.37	14.244	14.546	14.672	14.678	14.81	14.689	14.716	14.705	14.54	14.299	14.167	14.084	13.826	13.634	13.398	13.206	13.167	13.299	13.156	13.145	13.14	13.217	13.42	13.629	13.623	13.634	13.793	13.925	13.991	14.233	14.304	14.414	14.606	14.606	14.573	14.343	14.376	14.337	14.474	14.299	13.964	13.925	13.903	13.755	13.64	13.607	13.458	13.293	13.359	13.321	13.359	13.425	13.508	13.623	13.689	13.755	13.898	13.931	14.057	14.255	14.2	14.337	14.387	14.513	14.529	14.606	14.623	14.59	14.502	14.601	14.447	14.453	14.337	14.084	14.167	13.964	13.623	13.519	13.403	13.31	13.321	13.189	13.255	13.398	13.48	13.436	13.563	13.672	13.716	13.782	14.03	14.238	14.31	14.37	14.216	14.178	14.183	13.969	13.964	13.92	13.947	13.986	13.931	13.87	13.98	14.03	13.92	13.914	13.716	13.815	13.931	13.826	13.881	13.854	13.837	13.865	13.997	14.013	14.068	14.062	13.947	14.189	14.304	14.381	14.409	14.579	14.502	14.54	14.573	14.485	14.398	14.326	14.15	13.98	14.117	14.019	13.804	13.76	13.678	13.519	13.541	13.667	13.661	13.821	13.936	13.958	14.057	14.172	14.266	14.343	14.464	14.694	14.875	14.947	15.007	15.024	15.046	15.04	14.87	14.897	14.749	14.601	14.403	14.535	14.315	14.238	13.914	13.859	13.859	13.738	13.689	13.645	13.563	13.574	13.618	13.678	13.689	13.887	13.876	14.112	14.282	14.376	14.48	14.656	14.672	14.727	14.733	14.711	14.744	14.7	14.744	14.442	14.507	14.513	14.293	14.31	14.178	14.046	14.008	13.931	13.865	13.683	13.716	13.733	13.722	13.777	13.744	13.837	13.953	13.98	13.843	14.101	14.37	14.376	14.573	14.579	14.672	14.744	14.854	14.843	14.804	14.661	14.716	14.551	14.376	14.458	14.205	14.052	13.881	13.969	13.667	13.716	13.59	13.513	13.475	13.519	13.552	13.727	13.749	13.837	14.024	14.15	14.194	14.414	14.398	14.557	14.897
13.596	13.689	13.53	13.843	13.936	14.167	14.249	14.425	14.474	14.529	14.584	14.672	14.771	14.821	14.727	14.502	14.431	14.507	14.436	14.002	13.749	13.694	13.634	13.53	13.541	13.31	13.222	13.239	13.255	13.118	13.277	13.37	13.502	13.607	13.607	13.705	14.03	14.062	14.26	14.392	14.365	14.54	14.595	14.573	14.513	14.282	14.304	14.321	14.31	14.024	13.914	13.815	13.634	13.76	13.596	13.64	13.453	13.519	13.447	13.442	13.315	13.359	13.48	13.672	13.771	13.749	13.98	14.084	14.112	14.238	14.392	14.513	14.59	14.518	14.485	14.359	14.518	14.26	14.31	14.376	14.117	14.266	14.068	13.953	13.942	13.678	13.48	13.293	13.184	13.228	13.184	13.228	13.162	13.37	13.519	13.618	13.881	13.854	14.024	14.161	14.288	14.343	14.167	14.288	14.156	14.271	14.244	14.073	14.101	14.112	13.98	13.997	13.991	13.909	13.898	13.782	13.64	13.645	13.738	13.777	13.881	13.782	13.799	13.859	13.942	13.925	13.991	14.15	14.084	14.183	14.2	14.354	14.392	14.431	14.381	14.491	14.496	14.595	14.376	14.398	14.354	14.172	14.03	13.914	13.936	13.837	13.667	13.634	13.59	13.563	13.711	13.777	13.738	13.92	13.975	14.041	14.046	14.332	14.573	14.601	14.667	14.859	14.897	14.969	15.029	14.996	14.98	14.925	14.903	14.722	14.595	14.414	14.31	14.189	14.205	13.931	13.909	13.705	13.563	13.508	13.552	13.48	13.513	13.519	13.661	13.711	13.777	13.925	13.953	14.194	14.304	14.485	14.634	14.722	14.749	14.815	14.93	14.837	14.711	14.711	14.656	14.464	14.326	14.293	14.211	14.123	14.013	14.024	13.942	13.931	13.733	13.804	13.667	13.612	13.722	13.804	13.804	13.881	14.013	14.079	14.2	14.425	14.414	14.617	14.716	14.727	14.711	14.815	14.799	14.749	14.634	14.529	14.436	14.271	14.183	14.041	14.035	13.991	13.81	13.788	13.749	13.524	13.552	13.574	13.37	13.618	13.546	13.788	13.876	13.958	14.062	14.293	14.392	14.59	14.733	14.799
